Timestamp,Name,ID,URL,Time Spent
2023-12-23 08:45:30,Danielle,321,www.myschool.com,60m
2023-12-23 05:54:41,John,12,www.myschool.com,51m
2023-12-23 02:28:07,Allison,192,www.myschool.com,34m
2023-12-22 03:07:33,Jocelyn,377,www.myschool.com,76m
2023-12-21 13:15:52,Julia,322,www.myschool.com,32m
2023-12-20 21:47:05,Alexandra,28,www.myschool.com,111m
2023-12-20 21:38:48,Raymond,219,www.myschool.com,111m
2023-12-20 15:41:06,Elijah,199,www.myschool.com,64m
2023-12-20 12:33:06,Lillian,274,www.myschool.com,42m
2023-12-20 07:39:27,Audrey,43,www.myschool.com,65m
2023-12-20 01:48:37,Eric,233,www.myschool.com,7m
2023-12-19 11:47:56,Jeremy,257,www.myschool.com,110m
2023-12-19 10:56:33,Carson,5,www.myschool.com,43m
2023-12-19 07:58:05,Leonardo,290,www.myschool.com,62m
2023-12-19 06:55:38,Sophie,296,www.myschool.com,11m
2023-12-19 00:17:40,Raymond,219,www.myschool.com,72m
2023-12-18 17:26:38,Rachel,286,www.myschool.com,21m
2023-12-18 08:35:50,Adriana,79,www.myschool.com,47m
2023-12-17 17:42:15,Caroline,70,www.myschool.com,26m
2023-12-17 15:32:28,Makenzie,349,www.myschool.com,48m
2023-12-16 23:34:20,Diego,149,www.myschool.com,90m
2023-12-16 11:45:08,Jordan,81,www.myschool.com,6m
2023-12-16 07:56:42,Stephen,258,www.myschool.com,80m
2023-12-16 03:23:23,Jorge,145,www.myschool.com,91m
2023-12-15 00:53:52,Tanner,170,www.myschool.com,14m
2023-12-14 18:17:04,Sadie,384,www.myschool.com,42m
2023-12-14 09:27:10,Carter,324,www.myschool.com,18m
2023-12-14 09:18:02,Sophie,296,www.myschool.com,31m
2023-12-14 07:32:05,Grant,57,www.myschool.com,29m
2023-12-13 10:28:45,Luke,177,www.myschool.com,44m
2023-12-13 09:13:35,Fernando,216,www.myschool.com,85m
2023-12-13 03:44:45,Jayla,333,www.myschool.com,117m
2023-12-12 21:03:57,Karen,250,www.myschool.com,90m
2023-12-12 17:49:41,Gabrielle,114,www.myschool.com,104m
2023-12-12 17:49:09,Malachi,238,www.myschool.com,68m
2023-12-12 17:41:32,Brittany,102,www.myschool.com,26m
2023-12-12 14:15:26,David,332,www.myschool.com,0m
2023-12-12 06:50:29,Mario,227,www.myschool.com,99m
2023-12-11 16:27:16,Natalie,180,www.myschool.com,47m
2023-12-11 12:19:58,Skylar,19,www.myschool.com,48m
2023-12-11 12:07:12,Adrianna,217,www.myschool.com,28m
2023-12-11 07:40:16,Antonio,230,www.myschool.com,88m
2023-12-11 06:32:38,Ashton,266,www.myschool.com,57m
2023-12-11 05:49:57,Veronica,207,www.myschool.com,85m
2023-12-11 01:11:17,Kimberly,181,www.myschool.com,117m
2023-12-10 22:58:36,Francisco,164,www.myschool.com,100m
2023-12-10 20:52:55,Adam,133,www.myschool.com,117m
2023-12-10 16:34:29,Victor,288,www.myschool.com,34m
2023-12-10 05:33:00,Bryan,182,www.myschool.com,53m
2023-12-09 23:36:39,Destiny,22,www.myschool.com,105m
2023-12-09 21:38:53,Samuel,255,www.myschool.com,93m
2023-12-09 13:20:48,Samuel,255,www.myschool.com,110m
2023-12-09 08:15:00,Sofia,150,www.myschool.com,31m
2023-12-09 03:33:49,Lillian,274,www.myschool.com,99m
2023-12-08 22:37:24,Angel,240,www.myschool.com,108m
2023-12-08 04:21:48,Emmanuel,123,www.myschool.com,49m
2023-12-08 01:03:23,Parker,62,www.myschool.com,51m
2023-12-07 22:28:25,Jade,204,www.myschool.com,48m
2023-12-07 21:52:15,Gabriella,298,www.myschool.com,99m
2023-12-07 18:16:07,Alexia,187,www.myschool.com,27m
2023-12-07 16:12:36,Parker,62,www.myschool.com,45m
2023-12-07 11:04:39,Anthony,23,www.myschool.com,94m
2023-12-07 09:17:39,Skylar,19,www.myschool.com,18m
2023-12-07 06:27:55,Devin,253,www.myschool.com,54m
2023-12-07 05:11:44,Brittany,102,www.myschool.com,90m
2023-12-07 04:45:48,Caroline,70,www.myschool.com,49m
2023-12-07 03:43:15,Josiah,99,www.myschool.com,17m
2023-12-06 17:42:45,Ashlyn,175,www.myschool.com,92m
2023-12-06 13:53:16,Jared,84,www.myschool.com,33m
2023-12-06 11:54:08,Jessica,295,www.myschool.com,90m
2023-12-06 05:34:09,Tiffany,154,www.myschool.com,103m
2023-12-05 18:08:26,Ariana,231,www.myschool.com,83m
2023-12-05 05:09:18,Chase,169,www.myschool.com,94m
2023-12-04 06:00:09,Logan,390,www.myschool.com,48m
2023-12-03 21:16:20,Amber,119,www.myschool.com,6m
2023-12-03 15:12:21,Sergio,319,www.myschool.com,61m
2023-12-02 22:24:52,Cody,6,www.myschool.com,36m
2023-12-02 17:44:45,Eli,297,www.myschool.com,18m
2023-12-02 11:07:02,Anthony,23,www.myschool.com,20m
2023-12-02 06:29:37,Riley,293,www.myschool.com,114m
2023-12-02 04:02:28,Gregory,7,www.myschool.com,15m
2023-12-01 19:45:56,Carter,324,www.myschool.com,53m
2023-12-01 18:09:10,Chloe,120,www.myschool.com,100m
2023-12-01 10:22:14,Kennedy,211,www.myschool.com,17m
2023-11-30 18:47:24,Marissa,370,www.myschool.com,47m
2023-11-30 15:30:29,Zachary,222,www.myschool.com,43m
2023-11-30 12:09:00,Shelby,3,www.myschool.com,97m
2023-11-29 21:11:10,Caleb,52,www.myschool.com,111m
2023-11-29 14:45:49,Victoria,329,www.myschool.com,108m
2023-11-29 12:45:29,Liliana,146,www.myschool.com,87m
2023-11-29 05:22:05,Christina,54,www.myschool.com,1m
2023-11-29 04:35:50,Jordan,81,www.myschool.com,97m
2023-11-28 10:06:36,Summer,89,www.myschool.com,0m
2023-11-28 08:25:57,Emmanuel,123,www.myschool.com,14m
2023-11-28 06:21:17,Mya,269,www.myschool.com,50m
2023-11-27 23:33:27,Jenna,383,www.myschool.com,8m
2023-11-27 11:28:12,Alyssa,294,www.myschool.com,105m
2023-11-26 22:27:48,Aaron,327,www.myschool.com,53m
2023-11-26 20:39:33,Erica,92,www.myschool.com,93m
2023-11-26 20:05:28,Hailey,105,www.myschool.com,31m
2023-11-26 19:58:39,Kelsey,77,www.myschool.com,64m
2023-11-26 17:03:31,Andrea,259,www.myschool.com,112m
2023-11-26 13:18:41,Jazmin,127,www.myschool.com,105m
2023-11-26 07:11:07,Garrett,165,www.myschool.com,69m
2023-11-26 00:10:13,Briana,249,www.myschool.com,13m
2023-11-25 23:30:06,Luke,177,www.myschool.com,14m
2023-11-25 09:38:34,Micah,121,www.myschool.com,105m
2023-11-24 22:35:06,Julia,322,www.myschool.com,99m
2023-11-22 19:42:01,Anthony,23,www.myschool.com,88m
2023-11-22 14:00:36,Marissa,370,www.myschool.com,70m
2023-11-22 09:49:15,Gianna,31,www.myschool.com,33m
2023-11-22 09:29:59,Joshua,391,www.myschool.com,65m
2023-11-22 05:02:47,Ella,341,www.myschool.com,69m
2023-11-21 22:58:43,Christopher,58,www.myschool.com,20m
2023-11-21 08:29:05,Giselle,132,www.myschool.com,52m
2023-11-21 01:11:28,Molly,160,www.myschool.com,79m
2023-11-20 23:33:33,Michael,270,www.myschool.com,22m
2023-11-20 23:17:39,Jonathan,273,www.myschool.com,56m
2023-11-20 17:33:10,Jesus,15,www.myschool.com,90m
2023-11-20 15:35:08,Sofia,150,www.myschool.com,80m
2023-11-20 15:23:00,Kathryn,87,www.myschool.com,76m
2023-11-20 14:19:35,Nathaniel,278,www.myschool.com,21m
2023-11-20 12:39:07,Charles,71,www.myschool.com,51m
2023-11-20 06:24:34,Faith,34,www.myschool.com,98m
2023-11-19 20:45:20,Vincent,148,www.myschool.com,120m
2023-11-19 09:15:49,Cameron,366,www.myschool.com,74m
2023-11-19 03:20:25,Michael,270,www.myschool.com,91m
2023-11-19 02:30:03,Liliana,146,www.myschool.com,79m
2023-11-18 21:54:36,Dakota,302,www.myschool.com,60m
2023-11-18 09:07:07,Eric,233,www.myschool.com,2m
2023-11-17 06:17:19,Bianca,128,www.myschool.com,15m
2023-11-17 00:34:33,Cassandra,299,www.myschool.com,31m
2023-11-17 00:04:28,Patrick,106,www.myschool.com,110m
2023-11-16 13:48:12,Jillian,399,www.myschool.com,120m
2023-11-16 07:57:08,Sadie,384,www.myschool.com,40m
2023-11-16 00:29:29,Diana,11,www.myschool.com,51m
2023-11-15 20:39:59,Megan,36,www.myschool.com,99m
2023-11-15 17:45:23,Melanie,147,www.myschool.com,18m
2023-11-15 00:19:46,Damian,242,www.myschool.com,10m
2023-11-14 06:01:56,Wyatt,168,www.myschool.com,90m
2023-11-14 00:01:06,Jared,84,www.myschool.com,115m
2023-11-13 23:25:51,Alexis,78,www.myschool.com,102m
2023-11-13 19:52:38,Jaden,303,www.myschool.com,95m
2023-11-13 14:48:42,Avery,151,www.myschool.com,74m
2023-11-13 05:54:02,Claire,252,www.myschool.com,27m
2023-11-13 03:11:56,Amelia,63,www.myschool.com,31m
2023-11-13 02:17:51,Cheyenne,268,www.myschool.com,89m
2023-11-12 23:38:35,Sydney,172,www.myschool.com,55m
2023-11-12 05:31:29,Morgan,97,www.myschool.com,77m
2023-11-11 14:58:18,Carson,5,www.myschool.com,115m
2023-11-11 06:57:27,Lucy,394,www.myschool.com,80m
2023-11-11 03:53:54,Riley,293,www.myschool.com,70m
2023-11-11 02:38:24,Lucas,202,www.myschool.com,70m
2023-11-10 22:51:10,Kylie,189,www.myschool.com,90m
2023-11-10 17:16:32,Eli,297,www.myschool.com,96m
2023-11-10 15:24:16,Brittany,102,www.myschool.com,97m
2023-11-10 06:48:56,Miguel,243,www.myschool.com,6m
2023-11-10 05:15:24,Michelle,139,www.myschool.com,119m
2023-11-10 04:50:34,Raymond,219,www.myschool.com,92m
2023-11-09 15:04:19,Andrea,259,www.myschool.com,43m
2023-11-09 09:55:56,Kennedy,211,www.myschool.com,102m
2023-11-09 04:01:57,Naomi,374,www.myschool.com,24m
2023-11-08 17:29:23,Jessica,295,www.myschool.com,113m
2023-11-08 14:45:18,Kevin,8,www.myschool.com,47m
2023-11-08 08:52:40,Summer,89,www.myschool.com,59m
2023-11-08 05:06:41,Kylee,167,www.myschool.com,105m
2023-11-08 04:52:16,Jonathan,273,www.myschool.com,66m
2023-11-07 21:32:51,Hayden,336,www.myschool.com,65m
2023-11-07 14:38:13,Jacob,226,www.myschool.com,52m
2023-11-07 01:39:52,Alexandra,28,www.myschool.com,19m
2023-11-06 18:42:52,Braden,104,www.myschool.com,37m
2023-11-06 11:34:08,Jeremy,257,www.myschool.com,68m
2023-11-06 08:28:21,Ayden,35,www.myschool.com,40m
2023-11-06 06:26:52,Sophia,357,www.myschool.com,9m
2023-11-06 00:05:07,Damian,242,www.myschool.com,88m
2023-11-05 21:39:16,Payton,277,www.myschool.com,46m
2023-11-05 13:33:13,Kelsey,77,www.myschool.com,62m
2023-11-04 21:58:01,Gabriella,298,www.myschool.com,47m
2023-11-04 12:08:19,Joel,144,www.myschool.com,102m
2023-11-04 00:57:11,Alexis,78,www.myschool.com,102m
2023-11-04 00:51:31,Jack,318,www.myschool.com,114m
2023-11-03 19:24:24,Zoey,100,www.myschool.com,103m
2023-11-03 18:10:52,Rylee,361,www.myschool.com,28m
2023-11-03 17:20:10,Giselle,132,www.myschool.com,111m
2023-11-03 15:49:07,Kendall,262,www.myschool.com,72m
2023-11-03 05:58:20,James,49,www.myschool.com,90m
2023-11-03 01:53:20,Devon,2,www.myschool.com,45m
2023-11-02 18:17:24,Carson,5,www.myschool.com,34m
2023-11-02 16:41:09,Jeffrey,388,www.myschool.com,55m
2023-11-02 09:13:51,Hector,85,www.myschool.com,94m
2023-11-02 07:11:56,Wyatt,168,www.myschool.com,29m
2023-11-02 00:04:18,Kelly,350,www.myschool.com,89m
2023-11-01 20:16:20,Micah,121,www.myschool.com,2m
2023-11-01 16:54:14,Jordan,81,www.myschool.com,44m
2023-11-01 15:45:06,Johnathan,378,www.myschool.com,40m
2023-11-01 12:10:12,Edward,263,www.myschool.com,31m
2023-11-01 09:49:36,Ashley,173,www.myschool.com,103m
2023-11-01 09:27:59,Dalton,45,www.myschool.com,38m
2023-11-01 07:24:52,Omar,185,www.myschool.com,112m
2023-10-31 19:19:50,Aaliyah,215,www.myschool.com,40m
2023-10-31 19:16:01,Austin,10,www.myschool.com,118m
2023-10-31 07:36:34,Erick,289,www.myschool.com,68m
2023-10-30 16:14:46,Angela,397,www.myschool.com,79m
2023-10-30 15:18:03,Savannah,343,www.myschool.com,109m
2023-10-30 14:59:29,Layla,365,www.myschool.com,20m
2023-10-30 07:24:00,Amy,39,www.myschool.com,91m
2023-10-29 07:02:56,Jayden,107,www.myschool.com,27m
2023-10-29 02:35:40,Bryson,125,www.myschool.com,10m
2023-10-28 22:00:20,Isabelle,197,www.myschool.com,75m
2023-10-28 20:13:59,Angelica,272,www.myschool.com,77m
2023-10-28 12:47:07,Edwin,41,www.myschool.com,67m
2023-10-28 10:47:44,Shelby,3,www.myschool.com,40m
2023-10-28 04:32:40,Caitlin,261,www.myschool.com,38m
2023-10-27 22:00:35,Makenzie,349,www.myschool.com,67m
2023-10-27 11:31:01,Martin,26,www.myschool.com,61m
2023-10-27 10:44:34,Summer,89,www.myschool.com,92m
2023-10-26 19:33:07,Conner,225,www.myschool.com,73m
2023-10-26 18:49:32,Emily,248,www.myschool.com,96m
2023-10-26 02:17:30,Wesley,229,www.myschool.com,84m
2023-10-26 01:08:00,Tyler,220,www.myschool.com,69m
2023-10-25 16:57:54,Devon,2,www.myschool.com,10m
2023-10-25 13:35:11,Landon,368,www.myschool.com,44m
2023-10-25 03:35:40,Leah,372,www.myschool.com,0m
2023-10-24 23:40:46,Sofia,150,www.myschool.com,118m
2023-10-24 14:30:05,Austin,10,www.myschool.com,119m
2023-10-24 09:04:47,Devon,2,www.myschool.com,115m
2023-10-24 00:27:02,Claire,252,www.myschool.com,112m
2023-10-23 21:10:31,Jasmin,83,www.myschool.com,92m
2023-10-23 15:49:42,Alexia,187,www.myschool.com,101m
2023-10-23 07:40:27,Katherine,108,www.myschool.com,46m
2023-10-22 18:14:29,Charlotte,232,www.myschool.com,68m
2023-10-21 22:41:56,Kevin,8,www.myschool.com,90m
2023-10-21 15:32:50,Evan,166,www.myschool.com,46m
2023-10-21 12:45:54,Charlotte,232,www.myschool.com,105m
2023-10-21 03:21:33,Emmanuel,123,www.myschool.com,63m
2023-10-20 19:16:08,Kaitlyn,72,www.myschool.com,32m
2023-10-20 04:06:10,Nolan,351,www.myschool.com,77m
2023-10-19 21:45:16,Travis,59,www.myschool.com,88m
2023-10-19 19:47:53,Joseph,209,www.myschool.com,98m
2023-10-19 18:32:40,Josiah,99,www.myschool.com,27m
2023-10-19 15:45:42,Mya,269,www.myschool.com,15m
2023-10-19 08:49:39,Katherine,108,www.myschool.com,103m
2023-10-18 22:04:19,Cassidy,254,www.myschool.com,116m
2023-10-18 18:12:07,Aiden,280,www.myschool.com,48m
2023-10-18 03:49:24,Tyler,220,www.myschool.com,112m
2023-10-18 01:35:42,Brady,281,www.myschool.com,6m
2023-10-17 17:06:26,Ruby,282,www.myschool.com,2m
2023-10-17 16:25:52,Stephanie,241,www.myschool.com,82m
2023-10-17 07:37:17,Ashley,173,www.myschool.com,119m
2023-10-17 05:52:03,Shawn,27,www.myschool.com,118m
2023-10-16 23:48:53,Oliver,16,www.myschool.com,67m
2023-10-16 18:41:44,Alexandra,28,www.myschool.com,74m
2023-10-16 13:31:34,Richard,163,www.myschool.com,106m
2023-10-16 10:07:50,Alexia,187,www.myschool.com,16m
2023-10-16 08:24:27,Ashlyn,175,www.myschool.com,86m
2023-10-16 06:54:13,Christian,196,www.myschool.com,0m
2023-10-15 21:07:34,Breanna,98,www.myschool.com,119m
2023-10-15 18:12:33,Landon,368,www.myschool.com,12m
2023-10-15 06:21:25,Colin,283,www.myschool.com,57m
2023-10-14 23:35:31,Lillian,274,www.myschool.com,110m
2023-10-14 22:25:29,Cesar,24,www.myschool.com,103m
2023-10-14 20:25:19,Hunter,153,www.myschool.com,86m
2023-10-14 18:14:13,Gabriel,155,www.myschool.com,120m
2023-10-14 16:16:54,Bryce,205,www.myschool.com,10m
2023-10-14 14:49:28,Aubrey,126,www.myschool.com,45m
2023-10-14 13:15:34,Eduardo,159,www.myschool.com,96m
2023-10-14 12:56:28,Michelle,139,www.myschool.com,85m
2023-10-14 11:12:41,Cesar,24,www.myschool.com,111m
2023-10-14 01:03:51,Hunter,153,www.myschool.com,48m
2023-10-13 17:45:21,Eric,233,www.myschool.com,9m
2023-10-13 02:47:54,Gage,69,www.myschool.com,47m
2023-10-13 00:19:29,Luke,177,www.myschool.com,69m
2023-10-12 17:50:59,Laura,4,www.myschool.com,19m
2023-10-12 13:23:18,Tiffany,154,www.myschool.com,51m
2023-10-12 11:32:53,Marissa,370,www.myschool.com,72m
2023-10-12 11:18:41,Jordan,389,www.myschool.com,34m
2023-10-12 08:00:41,Brady,281,www.myschool.com,45m
2023-10-12 06:17:02,Serenity,363,www.myschool.com,41m
2023-10-12 05:57:44,Angelica,272,www.myschool.com,103m
2023-10-11 21:00:12,Alana,156,www.myschool.com,27m
2023-10-11 12:22:02,Andrea,259,www.myschool.com,104m
2023-10-10 23:01:53,James,49,www.myschool.com,102m
2023-10-10 21:04:43,Justin,375,www.myschool.com,105m
2023-10-10 03:11:19,Edward,263,www.myschool.com,23m
2023-10-09 09:48:10,Mia,313,www.myschool.com,27m
2023-10-09 06:58:40,Ana,47,www.myschool.com,65m
2023-10-08 18:42:57,Dylan,55,www.myschool.com,11m
2023-10-08 16:06:55,Evan,166,www.myschool.com,26m
2023-10-08 13:16:31,Nolan,351,www.myschool.com,64m
2023-10-08 08:47:00,Cheyenne,268,www.myschool.com,14m
2023-10-08 08:19:58,Jessica,295,www.myschool.com,47m
2023-10-08 07:45:59,Karen,250,www.myschool.com,40m
2023-10-07 21:01:52,Alana,156,www.myschool.com,65m
2023-10-07 13:13:49,Savannah,343,www.myschool.com,33m
2023-10-07 01:42:10,Amanda,32,www.myschool.com,28m
2023-10-06 12:53:41,Antonio,230,www.myschool.com,43m
2023-10-06 07:00:36,Caden,40,www.myschool.com,95m
2023-10-06 06:10:58,Brooke,287,www.myschool.com,69m
2023-10-06 04:19:13,Justin,375,www.myschool.com,95m
2023-10-05 17:48:52,Stephanie,241,www.myschool.com,107m
2023-10-05 15:22:53,Levi,386,www.myschool.com,41m
2023-10-05 13:28:55,Benjamin,334,www.myschool.com,92m
2023-10-05 02:32:20,Antonio,230,www.myschool.com,70m
2023-10-04 15:52:45,Ian,315,www.myschool.com,54m
2023-10-04 15:44:14,Kaylee,48,www.myschool.com,61m
2023-10-04 13:20:28,Payton,277,www.myschool.com,87m
2023-10-04 02:34:58,Delaney,344,www.myschool.com,46m
2023-10-04 02:11:50,Jesse,358,www.myschool.com,66m
2023-10-03 23:51:48,Austin,10,www.myschool.com,49m
2023-10-03 17:17:03,Jordan,389,www.myschool.com,56m
2023-10-03 15:54:37,Adriana,79,www.myschool.com,119m
2023-10-02 20:48:59,Angelina,50,www.myschool.com,76m
2023-10-02 19:34:57,Liam,158,www.myschool.com,92m
2023-10-02 11:01:28,Jalen,134,www.myschool.com,56m
2023-10-02 07:37:44,Faith,34,www.myschool.com,84m
2023-10-01 18:32:41,Charlotte,232,www.myschool.com,120m
2023-10-01 13:17:48,Gianna,31,www.myschool.com,34m
2023-09-29 23:10:46,Isaac,178,www.myschool.com,38m
2023-09-29 22:59:54,Mario,227,www.myschool.com,108m
2023-09-29 20:09:00,Mark,292,www.myschool.com,19m
2023-09-29 18:42:55,Cody,6,www.myschool.com,1m
2023-09-29 14:13:17,Mark,292,www.myschool.com,39m
2023-09-29 12:08:57,Nathan,371,www.myschool.com,114m
2023-09-29 11:55:41,Ethan,61,www.myschool.com,95m
2023-09-29 09:32:22,Kaden,44,www.myschool.com,16m
2023-09-29 08:26:41,Oliver,16,www.myschool.com,45m
2023-09-29 06:46:49,Faith,34,www.myschool.com,79m
2023-09-29 05:59:17,Riley,293,www.myschool.com,107m
2023-09-28 15:43:13,Cristian,135,www.myschool.com,9m
2023-09-28 08:52:53,Ashton,266,www.myschool.com,72m
2023-09-28 08:34:43,Riley,293,www.myschool.com,31m
2023-09-28 05:17:24,Jordan,81,www.myschool.com,43m
2023-09-28 04:33:13,Samuel,255,www.myschool.com,28m
2023-09-28 04:09:51,Joel,144,www.myschool.com,24m
2023-09-27 19:29:46,Caitlin,261,www.myschool.com,101m
2023-09-27 12:45:26,Mya,269,www.myschool.com,91m
2023-09-27 11:44:48,Lilly,138,www.myschool.com,1m
2023-09-27 08:06:42,Giovanni,342,www.myschool.com,43m
2023-09-26 12:39:58,Jesse,358,www.myschool.com,51m
2023-09-26 08:43:55,Jason,95,www.myschool.com,65m
2023-09-26 03:54:15,Amelia,63,www.myschool.com,116m
2023-09-25 21:43:18,Aaron,327,www.myschool.com,20m
2023-09-25 14:16:00,Valeria,66,www.myschool.com,86m
2023-09-25 14:14:34,Kaylee,48,www.myschool.com,7m
2023-09-25 12:29:09,Makenzie,349,www.myschool.com,91m
2023-09-25 02:18:14,Elizabeth,46,www.myschool.com,94m
2023-09-24 19:35:19,Julian,115,www.myschool.com,107m
2023-09-24 15:51:34,Henry,307,www.myschool.com,26m
2023-09-24 05:42:24,Alondra,214,www.myschool.com,31m
2023-09-24 04:51:13,Ricardo,17,www.myschool.com,12m
2023-09-24 04:11:01,Joshua,391,www.myschool.com,105m
2023-09-24 04:09:44,Diana,11,www.myschool.com,65m
2023-09-24 03:23:37,Joseph,209,www.myschool.com,16m
2023-09-24 02:03:36,Owen,314,www.myschool.com,49m
2023-09-23 20:43:59,Trevor,356,www.myschool.com,20m
2023-09-23 20:31:27,Hunter,153,www.myschool.com,11m
2023-09-23 08:15:23,Edwin,41,www.myschool.com,64m
2023-09-23 07:36:32,Jacob,226,www.myschool.com,5m
2023-09-23 03:55:24,Andrew,380,www.myschool.com,73m
2023-09-22 16:38:08,Jonathan,273,www.myschool.com,119m
2023-09-22 13:41:21,Isabelle,197,www.myschool.com,94m
2023-09-22 08:28:24,Jaden,303,www.myschool.com,1m
2023-09-21 21:03:56,Jaden,303,www.myschool.com,64m
2023-09-21 01:14:16,Peyton,101,www.myschool.com,36m
2023-09-21 01:06:10,Bryce,205,www.myschool.com,22m
2023-09-20 23:26:08,Shane,267,www.myschool.com,41m
2023-09-20 16:20:17,Dalton,45,www.myschool.com,45m
2023-09-20 11:17:39,Erik,360,www.myschool.com,8m
2023-09-19 13:02:56,Trenton,130,www.myschool.com,7m
2023-09-19 07:47:25,Landon,368,www.myschool.com,74m
2023-09-19 06:03:49,Alexandria,328,www.myschool.com,92m
2023-09-19 04:30:19,Joshua,391,www.myschool.com,28m
2023-09-18 23:14:29,Jonathan,273,www.myschool.com,27m
2023-09-18 20:26:12,Xavier,143,www.myschool.com,62m
2023-09-18 18:36:29,Justin,375,www.myschool.com,88m
2023-09-18 14:55:58,Malachi,238,www.myschool.com,19m
2023-09-18 01:29:28,Abigail,1,www.myschool.com,100m
2023-09-17 21:08:25,Jayla,333,www.myschool.com,30m
2023-09-17 20:28:13,Sophie,296,www.myschool.com,80m
2023-09-17 14:14:56,Summer,89,www.myschool.com,119m
2023-09-17 13:27:36,Hope,264,www.myschool.com,89m
2023-09-17 06:38:59,Madelyn,224,www.myschool.com,93m
2023-09-16 23:29:16,Peyton,300,www.myschool.com,49m
2023-09-16 18:02:32,Blake,326,www.myschool.com,82m
2023-09-16 14:17:43,Jared,84,www.myschool.com,114m
2023-09-16 12:35:42,Edwin,41,www.myschool.com,103m
2023-09-16 05:56:30,Zoey,100,www.myschool.com,12m
2023-09-16 05:37:12,Bryson,125,www.myschool.com,98m
2023-09-16 01:04:56,Hector,85,www.myschool.com,116m
2023-09-15 23:17:38,Natalie,180,www.myschool.com,117m
2023-09-15 22:23:04,Jazmin,127,www.myschool.com,59m
2023-09-15 18:20:47,Alexis,111,www.myschool.com,95m
2023-09-15 16:48:07,Alexandria,328,www.myschool.com,23m
2023-09-15 12:25:04,Kyle,42,www.myschool.com,77m
2023-09-15 08:57:58,Alyssa,294,www.myschool.com,42m
2023-09-15 07:47:49,Lauren,279,www.myschool.com,12m
2023-09-15 02:56:49,Amber,119,www.myschool.com,99m
2023-09-14 23:55:44,Connor,244,www.myschool.com,1m
2023-09-14 23:51:02,Gavin,330,www.myschool.com,114m
2023-09-14 23:28:05,David,332,www.myschool.com,108m
2023-09-14 06:35:09,Tanner,170,www.myschool.com,27m
2023-09-13 13:47:16,Connor,244,www.myschool.com,52m
2023-09-13 03:36:06,Jordan,81,www.myschool.com,1m
2023-09-12 15:11:52,Karina,348,www.myschool.com,37m
2023-09-12 14:36:43,Rachel,286,www.myschool.com,49m
2023-09-12 14:05:49,Mark,292,www.myschool.com,67m
2023-09-11 23:07:55,Alexia,187,www.myschool.com,58m
2023-09-11 21:26:30,Juliana,53,www.myschool.com,99m
2023-09-11 16:51:02,Ryan,218,www.myschool.com,36m
2023-09-11 07:38:46,Oliver,16,www.myschool.com,88m
2023-09-11 01:42:33,Nathaniel,278,www.myschool.com,114m
2023-09-10 17:42:38,Martin,26,www.myschool.com,101m
2023-09-10 12:12:00,Daniel,213,www.myschool.com,108m
2023-09-10 10:13:24,Michael,270,www.myschool.com,20m
2023-09-10 07:08:38,Brody,346,www.myschool.com,34m
2023-09-10 05:12:02,Timothy,206,www.myschool.com,67m
